"","country","year","sucide_rate"
"1","Armenia",2016,19.37
"2","Armenia",2016,6.73
"3","Armenia",2016,4.56
"4","Armenia",2016,2.47
"5","Armenia",2016,1.95
"6","Armenia",2016,1.95
"7","Armenia",2016,1.56
"8","Armenia",2016,0.74
"9","Armenia",2016,0.72
"10","Armenia",2016,0.51
"11","Austria",2016,68.9
"12","Austria",2016,31.22
"13","Austria",2016,20.29
"14","Austria",2016,14.19
"15","Austria",2016,12.75
"16","Austria",2016,11.03
"17","Austria",2016,9.81
"18","Austria",2016,7.46
"19","Austria",2016,4.51
"20","Austria",2016,3.07
"21","Croatia",2016,77.31
"22","Croatia",2016,38.94
"23","Croatia",2016,25.57
"24","Croatia",2016,17.49
"25","Croatia",2016,16.26
"26","Croatia",2016,12.51
"27","Croatia",2016,12.38
"28","Croatia",2016,8.24
"29","Croatia",2016,2.6
"30","Croatia",2016,2.26
"31","Cyprus",2016,14.03
"32","Cyprus",2016,8.61
"33","Cyprus",2016,8.33
"34","Cyprus",2016,8.19
"35","Cyprus",2016,2.93
"36","Cyprus",2016,2.55
"37","Cyprus",2016,1.4
"38","Cyprus",2016,1.11
"39","Cyprus",2016,0
"40","Cyprus",2016,0
"41","Czech Republic",2016,51.16
"42","Czech Republic",2016,26.45
"43","Czech Republic",2016,23.86
"44","Czech Republic",2016,18.79
"45","Czech Republic",2016,14.78
"46","Czech Republic",2016,6.33
"47","Czech Republic",2016,5.9
"48","Czech Republic",2016,5.2
"49","Czech Republic",2016,4.91
"50","Czech Republic",2016,4.38
"51","Grenada",2016,0
"52","Grenada",2016,0
"53","Grenada",2016,0
"54","Grenada",2016,0
"55","Grenada",2016,0
"56","Grenada",2016,0
"57","Grenada",2016,0
"58","Grenada",2016,0
"59","Grenada",2016,0
"60","Grenada",2016,0
"61","Hungary",2016,86.84
"62","Hungary",2016,46.51
"63","Hungary",2016,31.27
"64","Hungary",2016,23.03
"65","Hungary",2016,15.48
"66","Hungary",2016,11.96
"67","Hungary",2016,10.21
"68","Hungary",2016,8.45
"69","Hungary",2016,4.98
"70","Hungary",2016,2.61
"71","Iceland",2016,31.96
"72","Iceland",2016,30.08
"73","Iceland",2016,24.99
"74","Iceland",2016,24.9
"75","Iceland",2016,11.46
"76","Iceland",2016,8.61
"77","Iceland",2016,6.07
"78","Iceland",2016,0
"79","Iceland",2016,0
"80","Iceland",2016,0
"81","Lithuania",2016,96.98
"82","Lithuania",2016,76.32
"83","Lithuania",2016,70.62
"84","Lithuania",2016,50.17
"85","Lithuania",2016,23.05
"86","Lithuania",2016,15.03
"87","Lithuania",2016,11.53
"88","Lithuania",2016,10.09
"89","Lithuania",2016,4.38
"90","Lithuania",2016,3.55
"91","Mauritius",2016,19.38
"92","Mauritius",2016,19.04
"93","Mauritius",2016,18.68
"94","Mauritius",2016,18.28
"95","Mauritius",2016,11.12
"96","Mauritius",2016,4.26
"97","Mauritius",2016,3.5
"98","Mauritius",2016,3.38
"99","Mauritius",2016,1.66
"100","Mauritius",2016,0
"101","Mongolia",2016,43.69
"102","Mongolia",2016,33.81
"103","Mongolia",2016,33.62
"104","Mongolia",2016,25.54
"105","Mongolia",2016,19.55
"106","Mongolia",2016,11.4
"107","Mongolia",2016,7.29
"108","Mongolia",2016,5.13
"109","Mongolia",2016,3.69
"110","Mongolia",2016,0.67
"111","Netherlands",2016,22.72
"112","Netherlands",2016,21.75
"113","Netherlands",2016,20.41
"114","Netherlands",2016,14.97
"115","Netherlands",2016,11.14
"116","Netherlands",2016,10.26
"117","Netherlands",2016,9.29
"118","Netherlands",2016,7.21
"119","Netherlands",2016,6.23
"120","Netherlands",2016,3.41
"121","Qatar",2016,4.43
"122","Qatar",2016,4
"123","Qatar",2016,3.11
"124","Qatar",2016,2.01
"125","Qatar",2016,1.67
"126","Qatar",2016,1.21
"127","Qatar",2016,0
"128","Qatar",2016,0
"129","Qatar",2016,0
"130","Qatar",2016,0
"131","Romania",2016,29.73
"132","Romania",2016,29.49
"133","Romania",2016,21.46
"134","Romania",2016,9.86
"135","Romania",2016,8.26
"136","Romania",2016,6.11
"137","Romania",2016,4.55
"138","Romania",2016,3.4
"139","Romania",2016,2.13
"140","Romania",2016,1.34
"141","Sweden",2016,27.82
"142","Sweden",2016,20.97
"143","Sweden",2016,20.46
"144","Sweden",2016,17.01
"145","Sweden",2016,11.56
"146","Sweden",2016,9.46
"147","Sweden",2016,9.28
"148","Sweden",2016,9.12
"149","Sweden",2016,6.86
"150","Sweden",2016,6.3
"151","Thailand",2016,14.1
"152","Thailand",2016,14.09
"153","Thailand",2016,13.52
"154","Thailand",2016,13.47
"155","Thailand",2016,6.8
"156","Thailand",2016,4.34
"157","Thailand",2016,3.67
"158","Thailand",2016,3.53
"159","Thailand",2016,2.47
"160","Thailand",2016,1.33
"161","Antigua and Barbuda",2015,15.62
"162","Antigua and Barbuda",2015,0
"163","Antigua and Barbuda",2015,0
"164","Antigua and Barbuda",2015,0
"165","Antigua and Barbuda",2015,0
"166","Antigua and Barbuda",2015,0
"167","Antigua and Barbuda",2015,0
"168","Antigua and Barbuda",2015,0
"169","Antigua and Barbuda",2015,0
"170","Antigua and Barbuda",2015,0
"171","Antigua and Barbuda",2015,0
"172","Antigua and Barbuda",2015,0
"173","Argentina",2015,34.38
"174","Argentina",2015,18.74
"175","Argentina",2015,14.31
"176","Argentina",2015,14.13
"177","Argentina",2015,12.25
"178","Argentina",2015,4.51
"179","Argentina",2015,3.55
"180","Argentina",2015,3.52
"181","Argentina",2015,3.13
"182","Argentina",2015,2.01
"183","Argentina",2015,1.06
"184","Argentina",2015,0.54
"185","Armenia",2015,19.56
"186","Armenia",2015,6.92
"187","Armenia",2015,4.96
"188","Armenia",2015,4.21
"189","Armenia",2015,3.91
"190","Armenia",2015,1.68
"191","Armenia",2015,1.42
"192","Armenia",2015,0.97
"193","Armenia",2015,0.92
"194","Armenia",2015,0.73
"195","Armenia",2015,0
"196","Armenia",2015,0
"197","Australia",2015,29.97
"198","Australia",2015,26.86
"199","Australia",2015,24
"200","Australia",2015,19.55
"201","Australia",2015,17.46
"202","Australia",2015,9.18
"203","Australia",2015,7.21
"204","Australia",2015,6.81
"205","Australia",2015,6.3
"206","Australia",2015,5.88
"207","Australia",2015,0.56
"208","Australia",2015,0.4
"209","Austria",2015,73.71
"210","Austria",2015,32.13
"211","Austria",2015,24.46
"212","Austria",2015,15.16
"213","Austria",2015,13.2
"214","Austria",2015,11.74
"215","Austria",2015,10.01
"216","Austria",2015,6.21
"217","Austria",2015,3.87
"218","Austria",2015,3.64
"219","Austria",2015,0.25
"220","Austria",2015,0.24
"221","Belgium",2015,45.06
"222","Belgium",2015,33.74
"223","Belgium",2015,29.41
"224","Belgium",2015,22.09
"225","Belgium",2015,14.4
"226","Belgium",2015,14.12
"227","Belgium",2015,13.94
"228","Belgium",2015,13.84
"229","Belgium",2015,6.2
"230","Belgium",2015,3.23
"231","Belgium",2015,0.32
"232","Belgium",2015,0.31
"233","Belize",2015,44.17
"234","Belize",2015,31.08
"235","Belize",2015,21.43
"236","Belize",2015,10.56
"237","Belize",2015,7.68
"238","Belize",2015,7.33
"239","Belize",2015,5.41
"240","Belize",2015,5.11
"241","Belize",2015,2.69
"242","Belize",2015,0
"243","Belize",2015,0
"244","Belize",2015,0
"245","Brazil",2015,19.19
"246","Brazil",2015,13.04
"247","Brazil",2015,12
"248","Brazil",2015,10.76
"249","Brazil",2015,7.91
"250","Brazil",2015,3.2
"251","Brazil",2015,3.17
"252","Brazil",2015,2.66
"253","Brazil",2015,2.34
"254","Brazil",2015,2.33
"255","Brazil",2015,0.49
"256","Brazil",2015,0.36
"257","Chile",2015,41.44
"258","Chile",2015,21.59
"259","Chile",2015,21.14
"260","Chile",2015,21.04
"261","Chile",2015,15.99
"262","Chile",2015,5.59
"263","Chile",2015,5.05
"264","Chile",2015,4.85
"265","Chile",2015,4.76
"266","Chile",2015,4.46
"267","Chile",2015,1.06
"268","Chile",2015,0.71
"269","Colombia",2015,16.33
"270","Colombia",2015,11.27
"271","Colombia",2015,10.83
"272","Colombia",2015,9.49
"273","Colombia",2015,9.12
"274","Colombia",2015,4.32
"275","Colombia",2015,2.75
"276","Colombia",2015,1.46
"277","Colombia",2015,1.4
"278","Colombia",2015,1.34
"279","Colombia",2015,1.13
"280","Colombia",2015,0.96
"281","Croatia",2015,78.85
"282","Croatia",2015,43.43
"283","Croatia",2015,26.94
"284","Croatia",2015,23.01
"285","Croatia",2015,14.63
"286","Croatia",2015,13.73
"287","Croatia",2015,13.66
"288","Croatia",2015,8.85
"289","Croatia",2015,2.58
"290","Croatia",2015,2.54
"291","Croatia",2015,0.99
"292","Croatia",2015,0.47
"293","Cuba",2015,82.23
"294","Cuba",2015,37.02
"295","Cuba",2015,22.24
"296","Cuba",2015,13.97
"297","Cuba",2015,10.6
"298","Cuba",2015,9.4
"299","Cuba",2015,7.52
"300","Cuba",2015,5.45
"301","Cuba",2015,2.81
"302","Cuba",2015,2.44
"303","Cuba",2015,0.63
"304","Cuba",2015,0
"305","Cyprus",2015,10.76
"306","Cyprus",2015,10.37
"307","Cyprus",2015,9.4
"308","Cyprus",2015,8.58
"309","Cyprus",2015,3.41
"310","Cyprus",2015,2.83
"311","Cyprus",2015,2.52
"312","Cyprus",2015,1.72
"313","Cyprus",2015,0
"314","Cyprus",2015,0
"315","Cyprus",2015,0
"316","Cyprus",2015,0
"317","Czech Republic",2015,54.84
"318","Czech Republic",2015,31.02
"319","Czech Republic",2015,25.21
"320","Czech Republic",2015,20.48
"321","Czech Republic",2015,10.61
"322","Czech Republic",2015,9.34
"323","Czech Republic",2015,5.89
"324","Czech Republic",2015,5.63
"325","Czech Republic",2015,3.65
"326","Czech Republic",2015,2.86
"327","Czech Republic",2015,0.97
"328","Czech Republic",2015,0.37
"329","Denmark",2015,31.91
"330","Denmark",2015,20.3
"331","Denmark",2015,19.33
"332","Denmark",2015,12.63
"333","Denmark",2015,9.95
"334","Denmark",2015,8.75
"335","Denmark",2015,6.6
"336","Denmark",2015,4.81
"337","Denmark",2015,4.53
"338","Denmark",2015,1.68
"339","Denmark",2015,0.93
"340","Denmark",2015,0
"341","Ecuador",2015,20.91
"342","Ecuador",2015,15.68
"343","Ecuador",2015,14.31
"344","Ecuador",2015,12.45
"345","Ecuador",2015,11.18
"346","Ecuador",2015,7.6
"347","Ecuador",2015,4.36
"348","Ecuador",2015,2.45
"349","Ecuador",2015,2.36
"350","Ecuador",2015,2.23
"351","Ecuador",2015,2.07
"352","Ecuador",2015,1.79
"353","Estonia",2015,58.39
"354","Estonia",2015,34.77
"355","Estonia",2015,29.93
"356","Estonia",2015,27.11
"357","Estonia",2015,25.14
"358","Estonia",2015,10.37
"359","Estonia",2015,6.96
"360","Estonia",2015,6.17
"361","Estonia",2015,2.16
"362","Estonia",2015,1.51
"363","Estonia",2015,1.47
"364","Estonia",2015,1.4
"365","Finland",2015,29.62
"366","Finland",2015,26.98
"367","Finland",2015,25.75
"368","Finland",2015,23.88
"369","Finland",2015,17.77
"370","Finland",2015,8.89
"371","Finland",2015,8.06
"372","Finland",2015,7.73
"373","Finland",2015,7.1
"374","Finland",2015,3.77
"375","Finland",2015,1.64
"376","Finland",2015,0
"377","Georgia",2015,30.82
"378","Georgia",2015,12.03
"379","Georgia",2015,10.62
"380","Georgia",2015,9.58
"381","Georgia",2015,6.99
"382","Georgia",2015,6.86
"383","Georgia",2015,3.09
"384","Georgia",2015,1.84
"385","Georgia",2015,1.55
"386","Georgia",2015,0.87
"387","Georgia",2015,0.43
"388","Georgia",2015,0
"389","Germany",2015,49.58
"390","Germany",2015,24.42
"391","Germany",2015,19.12
"392","Germany",2015,13.51
"393","Germany",2015,11.89
"394","Germany",2015,9.03
"395","Germany",2015,8.32
"396","Germany",2015,6.89
"397","Germany",2015,3.81
"398","Germany",2015,3.24
"399","Germany",2015,0.37
"400","Germany",2015,0.16
"401","Greece",2015,14.12
"402","Greece",2015,12
"403","Greece",2015,9.43
"404","Greece",2015,6.87
"405","Greece",2015,3.56
"406","Greece",2015,3.01
"407","Greece",2015,2.56
"408","Greece",2015,2.21
"409","Greece",2015,1.75
"410","Greece",2015,0.55
"411","Greece",2015,0
"412","Greece",2015,0
"413","Grenada",2015,0
"414","Grenada",2015,0
"415","Grenada",2015,0
"416","Grenada",2015,0
"417","Grenada",2015,0
"418","Grenada",2015,0
"419","Grenada",2015,0
"420","Grenada",2015,0
"421","Grenada",2015,0
"422","Grenada",2015,0
"423","Grenada",2015,0
"424","Grenada",2015,0
"425","Guatemala",2015,7.13
"426","Guatemala",2015,6.79
"427","Guatemala",2015,6.72
"428","Guatemala",2015,6.7
"429","Guatemala",2015,5.96
"430","Guatemala",2015,4.85
"431","Guatemala",2015,1.79
"432","Guatemala",2015,1.45
"433","Guatemala",2015,1.31
"434","Guatemala",2015,0.92
"435","Guatemala",2015,0.68
"436","Guatemala",2015,0.55
"437","Hungary",2015,91.42
"438","Hungary",2015,46.55
"439","Hungary",2015,32.94
"440","Hungary",2015,23.9
"441","Hungary",2015,20.23
"442","Hungary",2015,13.4
"443","Hungary",2015,11.85
"444","Hungary",2015,9.23
"445","Hungary",2015,4.42
"446","Hungary",2015,2.72
"447","Hungary",2015,0.4
"448","Hungary",2015,0.21
"449","Iceland",2015,29.03
"450","Iceland",2015,25.51
"451","Iceland",2015,24.87
"452","Iceland",2015,18.74
"453","Iceland",2015,17.92
"454","Iceland",2015,15.55
"455","Iceland",2015,4.67
"456","Iceland",2015,4.36
"457","Iceland",2015,0
"458","Iceland",2015,0
"459","Iceland",2015,0
"460","Iceland",2015,0
"461","Israel",2015,17.77
"462","Israel",2015,10.92
"463","Israel",2015,9.74
"464","Israel",2015,7.68
"465","Israel",2015,5.81
"466","Israel",2015,5.43
"467","Israel",2015,2.56
"468","Israel",2015,2.23
"469","Israel",2015,2.07
"470","Israel",2015,1.3
"471","Israel",2015,0.26
"472","Israel",2015,0.14
"473","Italy",2015,25.28
"474","Italy",2015,13.74
"475","Italy",2015,11.5
"476","Italy",2015,7.85
"477","Italy",2015,5.27
"478","Italy",2015,4.08
"479","Italy",2015,3.79
"480","Italy",2015,3.41
"481","Italy",2015,1.89
"482","Italy",2015,1.18
"483","Italy",2015,0.24
"484","Italy",2015,0.22
"485","Japan",2015,36.52
"486","Japan",2015,32.27
"487","Japan",2015,31.54
"488","Japan",2015,28.38
"489","Japan",2015,17.92
"490","Japan",2015,15.12
"491","Japan",2015,13.3
"492","Japan",2015,11.91
"493","Japan",2015,10.36
"494","Japan",2015,7.07
"495","Japan",2015,1.12
"496","Japan",2015,0.53
"497","Kazakhstan",2015,46.04
"498","Kazakhstan",2015,45.15
"499","Kazakhstan",2015,40.4
"500","Kazakhstan",2015,38.16
"501","Kazakhstan",2015,23.53
"502","Kazakhstan",2015,12.22
"503","Kazakhstan",2015,9.88
"504","Kazakhstan",2015,7.56
"505","Kazakhstan",2015,7.09
"506","Kazakhstan",2015,4.97
"507","Kazakhstan",2015,2.07
"508","Kazakhstan",2015,0.95
"509","Kyrgyzstan",2015,21.09
"510","Kyrgyzstan",2015,15.35
"511","Kyrgyzstan",2015,13.25
"512","Kyrgyzstan",2015,12.13
"513","Kyrgyzstan",2015,11.67
"514","Kyrgyzstan",2015,6.51
"515","Kyrgyzstan",2015,5.53
"516","Kyrgyzstan",2015,3.73
"517","Kyrgyzstan",2015,3.16
"518","Kyrgyzstan",2015,2.35
"519","Kyrgyzstan",2015,2.32
"520","Kyrgyzstan",2015,1.28
"521","Latvia",2015,64.34
"522","Latvia",2015,49.31
"523","Latvia",2015,40.34
"524","Latvia",2015,33.42
"525","Latvia",2015,22.67
"526","Latvia",2015,16.4
"527","Latvia",2015,10.94
"528","Latvia",2015,8.59
"529","Latvia",2015,3
"530","Latvia",2015,1.47
"531","Latvia",2015,0.99
"532","Latvia",2015,0
"533","Lithuania",2015,84.09
"534","Lithuania",2015,78.9
"535","Lithuania",2015,71.01
"536","Lithuania",2015,52.94
"537","Lithuania",2015,34.94
"538","Lithuania",2015,19.86
"539","Lithuania",2015,14.22
"540","Lithuania",2015,10.96
"541","Lithuania",2015,9.29
"542","Lithuania",2015,5.59
"543","Lithuania",2015,2.25
"544","Lithuania",2015,1.43
"545","Luxembourg",2015,29.45
"546","Luxembourg",2015,26.65
"547","Luxembourg",2015,18.87
"548","Luxembourg",2015,16.7
"549","Luxembourg",2015,11.51
"550","Luxembourg",2015,9.32
"551","Luxembourg",2015,8.62
"552","Luxembourg",2015,6.98
"553","Luxembourg",2015,3.29
"554","Luxembourg",2015,3.01
"555","Luxembourg",2015,0
"556","Luxembourg",2015,0
"557","Malta",2015,24.11
"558","Malta",2015,15.62
"559","Malta",2015,15.09
"560","Malta",2015,7.2
"561","Malta",2015,5.44
"562","Malta",2015,3.91
"563","Malta",2015,3.63
"564","Malta",2015,3.27
"565","Malta",2015,0
"566","Malta",2015,0
"567","Malta",2015,0
"568","Malta",2015,0
"569","Mauritius",2015,20.53
"570","Mauritius",2015,18.11
"571","Mauritius",2015,14.51
"572","Mauritius",2015,12.89
"573","Mauritius",2015,11.55
"574","Mauritius",2015,8.68
"575","Mauritius",2015,7.44
"576","Mauritius",2015,3.44
"577","Mauritius",2015,2.82
"578","Mauritius",2015,0
"579","Mauritius",2015,0
"580","Mauritius",2015,0
"581","Mexico",2015,11.67
"582","Mexico",2015,11.54
"583","Mexico",2015,11.42
"584","Mexico",2015,10.28
"585","Mexico",2015,9.03
"586","Mexico",2015,4.26
"587","Mexico",2015,2.65
"588","Mexico",2015,1.9
"589","Mexico",2015,1.25
"590","Mexico",2015,1.16
"591","Mexico",2015,0.84
"592","Mexico",2015,0.57
"593","Netherlands",2015,24.66
"594","Netherlands",2015,21.26
"595","Netherlands",2015,21.12
"596","Netherlands",2015,13.97
"597","Netherlands",2015,11.01
"598","Netherlands",2015,8.97
"599","Netherlands",2015,8.41
"600","Netherlands",2015,7.14
"601","Netherlands",2015,6.31
"602","Netherlands",2015,3.34
"603","Netherlands",2015,0.64
"604","Netherlands",2015,0.1
"605","Nicaragua",2015,12.49
"606","Nicaragua",2015,12.17
"607","Nicaragua",2015,11.1
"608","Nicaragua",2015,11.05
"609","Nicaragua",2015,7.18
"610","Nicaragua",2015,7.05
"611","Nicaragua",2015,3.51
"612","Nicaragua",2015,2.02
"613","Nicaragua",2015,1.32
"614","Nicaragua",2015,1.18
"615","Nicaragua",2015,0.8
"616","Nicaragua",2015,0
"617","Norway",2015,21.86
"618","Norway",2015,21.84
"619","Norway",2015,19
"620","Norway",2015,17.71
"621","Norway",2015,12.46
"622","Norway",2015,11.39
"623","Norway",2015,8.99
"624","Norway",2015,8.8
"625","Norway",2015,7.88
"626","Norway",2015,5.23
"627","Norway",2015,0.65
"628","Norway",2015,0.62
"629","Panama",2015,14.27
"630","Panama",2015,8.48
"631","Panama",2015,6.11
"632","Panama",2015,5.24
"633","Panama",2015,4.73
"634","Panama",2015,2.44
"635","Panama",2015,1.33
"636","Panama",2015,1.23
"637","Panama",2015,0.8
"638","Panama",2015,0.27
"639","Panama",2015,0
"640","Panama",2015,0
"641","Poland",2015,37.69
"642","Poland",2015,32.05
"643","Poland",2015,31.92
"644","Poland",2015,25.24
"645","Poland",2015,19.35
"646","Poland",2015,5.25
"647","Poland",2015,4.98
"648","Poland",2015,4.3
"649","Poland",2015,2.8
"650","Poland",2015,2.42
"651","Poland",2015,0.61
"652","Poland",2015,0.38
"653","Puerto Rico",2015,27.66
"654","Puerto Rico",2015,21.09
"655","Puerto Rico",2015,15.97
"656","Puerto Rico",2015,10
"657","Puerto Rico",2015,3.18
"658","Puerto Rico",2015,2.6
"659","Puerto Rico",2015,1.89
"660","Puerto Rico",2015,1.36
"661","Puerto Rico",2015,0.73
"662","Puerto Rico",2015,0.7
"663","Puerto Rico",2015,0.4
"664","Puerto Rico",2015,0
"665","Qatar",2015,4.68
"666","Qatar",2015,3.53
"667","Qatar",2015,2.97
"668","Qatar",2015,2.95
"669","Qatar",2015,2.35
"670","Qatar",2015,1.23
"671","Qatar",2015,1.13
"672","Qatar",2015,0
"673","Qatar",2015,0
"674","Qatar",2015,0
"675","Qatar",2015,0
"676","Qatar",2015,0
"677","Republic of Korea",2015,140.74
"678","Republic of Korea",2015,61.57
"679","Republic of Korea",2015,43.57
"680","Republic of Korea",2015,42.8
"681","Republic of Korea",2015,27.65
"682","Republic of Korea",2015,18.29
"683","Republic of Korea",2015,17.06
"684","Republic of Korea",2015,16.46
"685","Republic of Korea",2015,11.76
"686","Republic of Korea",2015,7.97
"687","Republic of Korea",2015,0.67
"688","Republic of Korea",2015,0.6
"689","Romania",2015,32.66
"690","Romania",2015,30.54
"691","Romania",2015,25.04
"692","Romania",2015,14.16
"693","Romania",2015,10.92
"694","Romania",2015,6.66
"695","Romania",2015,5.23
"696","Romania",2015,3.69
"697","Romania",2015,1.84
"698","Romania",2015,1.41
"699","Romania",2015,1.01
"700","Romania",2015,0.39
"701","Russian Federation",2015,58.23
"702","Russian Federation",2015,40.3
"703","Russian Federation",2015,40.25
"704","Russian Federation",2015,35.36
"705","Russian Federation",2015,24.11
"706","Russian Federation",2015,13.7
"707","Russian Federation",2015,6.5
"708","Russian Federation",2015,5.95
"709","Russian Federation",2015,5.81
"710","Russian Federation",2015,4.94
"711","Russian Federation",2015,1.01
"712","Russian Federation",2015,0.76
"713","Saint Vincent and Grenadines",2015,11.02
"714","Saint Vincent and Grenadines",2015,10.22
"715","Saint Vincent and Grenadines",2015,6.84
"716","Saint Vincent and Grenadines",2015,0
"717","Saint Vincent and Grenadines",2015,0
"718","Saint Vincent and Grenadines",2015,0
"719","Saint Vincent and Grenadines",2015,0
"720","Saint Vincent and Grenadines",2015,0
"721","Saint Vincent and Grenadines",2015,0
"722","Saint Vincent and Grenadines",2015,0
"723","Saint Vincent and Grenadines",2015,0
"724","Saint Vincent and Grenadines",2015,0
"725","Serbia",2015,82.62
"726","Serbia",2015,33.56
"727","Serbia",2015,22.63
"728","Serbia",2015,21.89
"729","Serbia",2015,14.56
"730","Serbia",2015,10.04
"731","Serbia",2015,6.75
"732","Serbia",2015,6.66
"733","Serbia",2015,4.55
"734","Serbia",2015,1.85
"735","Serbia",2015,0.56
"736","Serbia",2015,0.3
"737","Seychelles",2015,21.11
"738","Seychelles",2015,16.79
"739","Seychelles",2015,15.64
"740","Seychelles",2015,14.49
"741","Seychelles",2015,13.22
"742","Seychelles",2015,0
"743","Seychelles",2015,0
"744","Seychelles",2015,0
"745","Seychelles",2015,0
"746","Seychelles",2015,0
"747","Seychelles",2015,0
"748","Seychelles",2015,0
"749","Singapore",2015,21.11
"750","Singapore",2015,18.07
"751","Singapore",2015,13.03
"752","Singapore",2015,12.55
"753","Singapore",2015,11.1
"754","Singapore",2015,7.37
"755","Singapore",2015,6.72
"756","Singapore",2015,6.18
"757","Singapore",2015,6.02
"758","Singapore",2015,5.71
"759","Singapore",2015,0.94
"760","Singapore",2015,0.49
"761","Slovenia",2015,99.45
"762","Slovenia",2015,50.02
"763","Slovenia",2015,33.62
"764","Slovenia",2015,20.04
"765","Slovenia",2015,16.67
"766","Slovenia",2015,15.86
"767","Slovenia",2015,13.55
"768","Slovenia",2015,7.78
"769","Slovenia",2015,3.76
"770","Slovenia",2015,3.07
"771","Slovenia",2015,0.99
"772","Slovenia",2015,0
"773","South Africa",2015,2.8
"774","South Africa",2015,2.52
"775","South Africa",2015,1.73
"776","South Africa",2015,1.69
"777","South Africa",2015,1.66
"778","South Africa",2015,0.67
"779","South Africa",2015,0.56
"780","South Africa",2015,0.41
"781","South Africa",2015,0.32
"782","South Africa",2015,0.32
"783","South Africa",2015,0.21
"784","South Africa",2015,0.11
"785","Spain",2015,33.84
"786","Spain",2015,15.49
"787","Spain",2015,13.44
"788","Spain",2015,8.32
"789","Spain",2015,6.4
"790","Spain",2015,5.48
"791","Spain",2015,4.87
"792","Spain",2015,4.77
"793","Spain",2015,2.29
"794","Spain",2015,2.16
"795","Spain",2015,0.28
"796","Spain",2015,0.04
"797","Sweden",2015,33.69
"798","Sweden",2015,24.42
"799","Sweden",2015,22.33
"800","Sweden",2015,16.91
"801","Sweden",2015,11.11
"802","Sweden",2015,9.17
"803","Sweden",2015,8
"804","Sweden",2015,7.87
"805","Sweden",2015,7.82
"806","Sweden",2015,6.49
"807","Sweden",2015,0.95
"808","Sweden",2015,0.54
"809","Switzerland",2015,51.89
"810","Switzerland",2015,29.61
"811","Switzerland",2015,19.38
"812","Switzerland",2015,13.63
"813","Switzerland",2015,12.84
"814","Switzerland",2015,9.9
"815","Switzerland",2015,9.05
"816","Switzerland",2015,8.89
"817","Switzerland",2015,4.32
"818","Switzerland",2015,4.15
"819","Switzerland",2015,0.51
"820","Switzerland",2015,0.49
"821","Thailand",2015,16.29
"822","Thailand",2015,14.67
"823","Thailand",2015,14.39
"824","Thailand",2015,13.6
"825","Thailand",2015,6.54
"826","Thailand",2015,4.28
"827","Thailand",2015,4.12
"828","Thailand",2015,3.41
"829","Thailand",2015,2.01
"830","Thailand",2015,1.19
"831","Thailand",2015,0.36
"832","Thailand",2015,0.29
"833","Turkey",2015,6.18
"834","Turkey",2015,4.39
"835","Turkey",2015,3.74
"836","Turkey",2015,3.68
"837","Turkey",2015,3.15
"838","Turkey",2015,2.09
"839","Turkey",2015,1.69
"840","Turkey",2015,1.14
"841","Turkey",2015,1.06
"842","Turkey",2015,0.77
"843","Turkey",2015,0.3
"844","Turkey",2015,0.28
"845","Turkmenistan",2015,6.12
"846","Turkmenistan",2015,6.02
"847","Turkmenistan",2015,4.16
"848","Turkmenistan",2015,3.1
"849","Turkmenistan",2015,3.1
"850","Turkmenistan",2015,2.26
"851","Turkmenistan",2015,1.7
"852","Turkmenistan",2015,1.07
"853","Turkmenistan",2015,0.76
"854","Turkmenistan",2015,0.19
"855","Turkmenistan",2015,0
"856","Turkmenistan",2015,0
"857","Ukraine",2015,70.96
"858","Ukraine",2015,43.87
"859","Ukraine",2015,37.63
"860","Ukraine",2015,31.58
"861","Ukraine",2015,21.05
"862","Ukraine",2015,13.09
"863","Ukraine",2015,7.24
"864","Ukraine",2015,6.77
"865","Ukraine",2015,5.13
"866","Ukraine",2015,4.91
"867","Ukraine",2015,1.55
"868","Ukraine",2015,0.94
"869","United Kingdom",2015,18.17
"870","United Kingdom",2015,13.52
"871","United Kingdom",2015,13.49
"872","United Kingdom",2015,12.4
"873","United Kingdom",2015,9.01
"874","United Kingdom",2015,5.33
"875","United Kingdom",2015,4.32
"876","United Kingdom",2015,4.1
"877","United Kingdom",2015,3.52
"878","United Kingdom",2015,2.62
"879","United Kingdom",2015,0.16
"880","United Kingdom",2015,0.1
"881","United States",2015,38.81
"882","United States",2015,28.11
"883","United States",2015,27.93
"884","United States",2015,24.86
"885","United States",2015,19.27
"886","United States",2015,9.76
"887","United States",2015,8.18
"888","United States",2015,6.7
"889","United States",2015,5.23
"890","United States",2015,4.58
"891","United States",2015,1.2
"892","United States",2015,0.78
"893","Uruguay",2015,73.42
"894","Uruguay",2015,47.86
"895","Uruguay",2015,40.75
"896","Uruguay",2015,31.84
"897","Uruguay",2015,27.97
"898","Uruguay",2015,10.58
"899","Uruguay",2015,10.38
"900","Uruguay",2015,9.91
"901","Uruguay",2015,8.63
"902","Uruguay",2015,6.66
"903","Uruguay",2015,1.19
"904","Uruguay",2015,0.83
"905","Antigua and Barbuda",2014,0
"906","Antigua and Barbuda",2014,0
"907","Antigua and Barbuda",2014,0
"908","Antigua and Barbuda",2014,0
"909","Antigua and Barbuda",2014,0
"910","Antigua and Barbuda",2014,0
"911","Antigua and Barbuda",2014,0
"912","Antigua and Barbuda",2014,0
"913","Antigua and Barbuda",2014,0
