"","country","year","sucide_rate"
"2015","Chile",2013,4.38
"2016","Chile",2013,3.94
"2017","Chile",2013,3.74
"2018","Chile",2013,3.17
"2019","Chile",2013,0.93
"2020","Chile",2013,0.65
"2021","Colombia",2013,14.68
"2022","Colombia",2013,10.62
"2023","Colombia",2013,9.73
"2024","Colombia",2013,9.69
"2025","Colombia",2013,7.77
"2026","Colombia",2013,3.43
"2027","Colombia",2013,2.04
"2028","Colombia",2013,1.59
"2029","Colombia",2013,1.33
"2030","Colombia",2013,0.99
"2031","Colombia",2013,0.91
"2032","Colombia",2013,0.75
"2033","Costa Rica",2013,18.97
"2034","Costa Rica",2013,18
"2035","Costa Rica",2013,15.79
"2036","Costa Rica",2013,13.49
"2037","Costa Rica",2013,11.47
"2038","Costa Rica",2013,2.85
"2039","Costa Rica",2013,2.1
"2040","Costa Rica",2013,1.99
"2041","Costa Rica",2013,1.61
"2042","Costa Rica",2013,1.53
"2043","Costa Rica",2013,1.18
"2044","Costa Rica",2013,0.28
"2045","Croatia",2013,67.38
"2046","Croatia",2013,37.09
"2047","Croatia",2013,31.66
"2048","Croatia",2013,20.22
"2049","Croatia",2013,16.1
"2050","Croatia",2013,14.76
"2051","Croatia",2013,8.82
"2052","Croatia",2013,8.14
"2053","Croatia",2013,3.2
"2054","Croatia",2013,2.47
"2055","Croatia",2013,0.46
"2056","Croatia",2013,0
"2057","Cuba",2013,73.62
"2058","Cuba",2013,39.54
"2059","Cuba",2013,22.81
"2060","Cuba",2013,13.02
"2061","Cuba",2013,13.01
"2062","Cuba",2013,10.54
"2063","Cuba",2013,6.04
"2064","Cuba",2013,4.94
"2065","Cuba",2013,2.8
"2066","Cuba",2013,2.74
"2067","Cuba",2013,0.76
"2068","Cuba",2013,0.64
"2069","Cyprus",2013,14.05
"2070","Cyprus",2013,12.72
"2071","Cyprus",2013,12.21
"2072","Cyprus",2013,11.34
"2073","Cyprus",2013,9.95
"2074","Cyprus",2013,3.18
"2075","Cyprus",2013,1.16
"2076","Cyprus",2013,0
"2077","Cyprus",2013,0
"2078","Cyprus",2013,0
"2079","Cyprus",2013,0
"2080","Cyprus",2013,0
"2081","Czech Republic",2013,51.08
"2082","Czech Republic",2013,33.59
"2083","Czech Republic",2013,31.16
"2084","Czech Republic",2013,21.73
"2085","Czech Republic",2013,18.4
"2086","Czech Republic",2013,7.84
"2087","Czech Republic",2013,7.26
"2088","Czech Republic",2013,6.83
"2089","Czech Republic",2013,4.11
"2090","Czech Republic",2013,2.68
"2091","Czech Republic",2013,0.98
"2092","Czech Republic",2013,0.41
"2093","Denmark",2013,37.35
"2094","Denmark",2013,24.62
"2095","Denmark",2013,22.16
"2096","Denmark",2013,10.25
"2097","Denmark",2013,10.06
"2098","Denmark",2013,7.89
"2099","Denmark",2013,6.97
"2100","Denmark",2013,6.27
"2101","Denmark",2013,4.96
"2102","Denmark",2013,3.42
"2103","Denmark",2013,0.31
"2104","Denmark",2013,0.29
"2105","Ecuador",2013,12.91
"2106","Ecuador",2013,10.58
"2107","Ecuador",2013,8.89
"2108","Ecuador",2013,8.1
"2109","Ecuador",2013,6.22
"2110","Ecuador",2013,6.04
"2111","Ecuador",2013,2.42
"2112","Ecuador",2013,1.87
"2113","Ecuador",2013,1.78
"2114","Ecuador",2013,1.39
"2115","Ecuador",2013,1.34
"2116","Ecuador",2013,1.34
"2117","El Salvador",2013,23.17
"2118","El Salvador",2013,22.25
"2119","El Salvador",2013,21.24
"2120","El Salvador",2013,19.38
"2121","El Salvador",2013,12.57
"2122","El Salvador",2013,6.64
"2123","El Salvador",2013,4.43
"2124","El Salvador",2013,2.54
"2125","El Salvador",2013,1.76
"2126","El Salvador",2013,1.14
"2127","El Salvador",2013,0.94
"2128","El Salvador",2013,0
"2129","Estonia",2013,71.65
"2130","Estonia",2013,46.89
"2131","Estonia",2013,29.2
"2132","Estonia",2013,22.71
"2133","Estonia",2013,21.79
"2134","Estonia",2013,19.19
"2135","Estonia",2013,7.15
"2136","Estonia",2013,6.96
"2137","Estonia",2013,2.72
"2138","Estonia",2013,2.19
"2139","Estonia",2013,1.47
"2140","Estonia",2013,0
"2141","Finland",2013,37.02
"2142","Finland",2013,33.36
"2143","Finland",2013,33.04
"2144","Finland",2013,27.31
"2145","Finland",2013,20.26
"2146","Finland",2013,10.43
"2147","Finland",2013,9.95
"2148","Finland",2013,9.63
"2149","Finland",2013,9.27
"2150","Finland",2013,5.88
"2151","Finland",2013,0.35
"2152","Finland",2013,0.33
"2153","France",2013,60.97
"2154","France",2013,33.77
"2155","France",2013,30.69
"2156","France",2013,18.07
"2157","France",2013,11.7
"2158","France",2013,11.4
"2159","France",2013,9.8
"2160","France",2013,8.05
"2161","France",2013,4.03
"2162","France",2013,3.11
"2163","France",2013,0.45
"2164","France",2013,0.29
"2165","Georgia",2013,22.79
"2166","Georgia",2013,9.2
"2167","Georgia",2013,6.89
"2168","Georgia",2013,5.75
"2169","Georgia",2013,4
"2170","Georgia",2013,1.99
"2171","Georgia",2013,1.7
"2172","Georgia",2013,1.07
"2173","Georgia",2013,0.8
"2174","Georgia",2013,0.64
"2175","Georgia",2013,0.45
"2176","Georgia",2013,0.29
"2177","Germany",2013,48.73
"2178","Germany",2013,25.54
"2179","Germany",2013,20.11
"2180","Germany",2013,14.6
"2181","Germany",2013,12.86
"2182","Germany",2013,8.75
"2183","Germany",2013,8.74
"2184","Germany",2013,6.83
"2185","Germany",2013,3.81
"2186","Germany",2013,2.61
"2187","Germany",2013,0.34
"2188","Germany",2013,0.16
"2189","Greece",2013,12.32
"2190","Greece",2013,10.93
"2191","Greece",2013,9.67
"2192","Greece",2013,7.45
"2193","Greece",2013,4.27
"2194","Greece",2013,2.68
"2195","Greece",2013,2.65
"2196","Greece",2013,2.27
"2197","Greece",2013,1.97
"2198","Greece",2013,0.71
"2199","Greece",2013,0.19
"2200","Greece",2013,0
"2201","Grenada",2013,0
"2202","Grenada",2013,0
"2203","Grenada",2013,0
"2204","Grenada",2013,0
"2205","Grenada",2013,0
"2206","Grenada",2013,0
"2207","Grenada",2013,0
"2208","Grenada",2013,0
"2209","Grenada",2013,0
"2210","Grenada",2013,0
"2211","Grenada",2013,0
"2212","Grenada",2013,0
"2213","Guatemala",2013,7.42
"2214","Guatemala",2013,6.98
"2215","Guatemala",2013,6.63
"2216","Guatemala",2013,6.13
"2217","Guatemala",2013,4.74
"2218","Guatemala",2013,4.45
"2219","Guatemala",2013,2.08
"2220","Guatemala",2013,0.85
"2221","Guatemala",2013,0.52
"2222","Guatemala",2013,0.49
"2223","Guatemala",2013,0.4
"2224","Guatemala",2013,0
"2225","Guyana",2013,71.17
"2226","Guyana",2013,70.82
"2227","Guyana",2013,63.32
"2228","Guyana",2013,43.64
"2229","Guyana",2013,38.67
"2230","Guyana",2013,35.86
"2231","Guyana",2013,14.49
"2232","Guyana",2013,10.15
"2233","Guyana",2013,5.75
"2234","Guyana",2013,1.29
"2235","Guyana",2013,1.22
"2236","Guyana",2013,0
"2237","Hungary",2013,85.61
"2238","Hungary",2013,57.25
"2239","Hungary",2013,43.48
"2240","Hungary",2013,21.07
"2241","Hungary",2013,16.09
"2242","Hungary",2013,14.82
"2243","Hungary",2013,10.94
"2244","Hungary",2013,9.86
"2245","Hungary",2013,4.82
"2246","Hungary",2013,2.08
"2247","Hungary",2013,0.21
"2248","Hungary",2013,0
"2249","Iceland",2013,59.75
"2250","Iceland",2013,30.02
"2251","Iceland",2013,28.21
"2252","Iceland",2013,27.4
"2253","Iceland",2013,20.65
"2254","Iceland",2013,20.02
"2255","Iceland",2013,13.37
"2256","Iceland",2013,11.76
"2257","Iceland",2013,10.06
"2258","Iceland",2013,0
"2259","Iceland",2013,0
"2260","Iceland",2013,0
"2261","Ireland",2013,26.07
"2262","Ireland",2013,25.64
"2263","Ireland",2013,19.93
"2264","Ireland",2013,16.11
"2265","Ireland",2013,6.55
"2266","Ireland",2013,6.43
"2267","Ireland",2013,6.03
"2268","Ireland",2013,4.45
"2269","Ireland",2013,3.46
"2270","Ireland",2013,2.13
"2271","Ireland",2013,0.61
"2272","Ireland",2013,0
"2273","Israel",2013,21.24
"2274","Israel",2013,12.66
"2275","Israel",2013,11.23
"2276","Israel",2013,8.19
"2277","Israel",2013,5.2
"2278","Israel",2013,4.81
"2279","Israel",2013,3.67
"2280","Israel",2013,2.79
"2281","Israel",2013,2.63
"2282","Israel",2013,0.95
"2283","Israel",2013,0.84
"2284","Israel",2013,0
"2285","Italy",2013,25.29
"2286","Italy",2013,15.65
"2287","Italy",2013,12.62
"2288","Italy",2013,9.77
"2289","Italy",2013,4.82
"2290","Italy",2013,4.59
"2291","Italy",2013,4.57
"2292","Italy",2013,3.57
"2293","Italy",2013,1.9
"2294","Italy",2013,1.69
"2295","Italy",2013,0.24
"2296","Italy",2013,0.15
"2297","Japan",2013,39.6
"2298","Japan",2013,36.47
"2299","Japan",2013,36.46
"2300","Japan",2013,30.31
"2301","Japan",2013,20.22
"2302","Japan",2013,17.87
"2303","Japan",2013,15.07
"2304","Japan",2013,13.21
"2305","Japan",2013,12.3
"2306","Japan",2013,8
"2307","Japan",2013,1.02
"2308","Japan",2013,0.63
"2309","Kazakhstan",2013,55.71
"2310","Kazakhstan",2013,54.41
"2311","Kazakhstan",2013,51.42
"2312","Kazakhstan",2013,44.73
"2313","Kazakhstan",2013,31.4
"2314","Kazakhstan",2013,15.63
"2315","Kazakhstan",2013,12.95
"2316","Kazakhstan",2013,9.37
"2317","Kazakhstan",2013,8.43
"2318","Kazakhstan",2013,7.25
"2319","Kazakhstan",2013,3.2
"2320","Kazakhstan",2013,2.17
"2321","Kuwait",2013,2.48
"2322","Kuwait",2013,2.05
"2323","Kuwait",2013,1.32
"2324","Kuwait",2013,1.29
"2325","Kuwait",2013,1.16
"2326","Kuwait",2013,0.83
"2327","Kuwait",2013,0.75
"2328","Kuwait",2013,0
"2329","Kuwait",2013,0
"2330","Kuwait",2013,0
"2331","Kuwait",2013,0
"2332","Kuwait",2013,0
"2333","Kyrgyzstan",2013,20.35
"2334","Kyrgyzstan",2013,18.15
"2335","Kyrgyzstan",2013,17.63
"2336","Kyrgyzstan",2013,12.86
"2337","Kyrgyzstan",2013,12.67
"2338","Kyrgyzstan",2013,6.61
"2339","Kyrgyzstan",2013,5.84
"2340","Kyrgyzstan",2013,4.02
"2341","Kyrgyzstan",2013,3.89
"2342","Kyrgyzstan",2013,2.95
"2343","Kyrgyzstan",2013,2.75
"2344","Kyrgyzstan",2013,2.12
"2345","Latvia",2013,64.54
"2346","Latvia",2013,48.84
"2347","Latvia",2013,47.26
"2348","Latvia",2013,36.93
"2349","Latvia",2013,14.08
"2350","Latvia",2013,8.58
"2351","Latvia",2013,8.32
"2352","Latvia",2013,6.52
"2353","Latvia",2013,4.35
"2354","Latvia",2013,1.76
"2355","Latvia",2013,1.01
"2356","Latvia",2013,0
"2357","Lithuania",2013,94.28
"2358","Lithuania",2013,83.89
"2359","Lithuania",2013,81.28
"2360","Lithuania",2013,64.36
"2361","Lithuania",2013,47.14
"2362","Lithuania",2013,21.42
"2363","Lithuania",2013,16.96
"2364","Lithuania",2013,12.06
"2365","Lithuania",2013,10.79
"2366","Lithuania",2013,8.82
"2367","Lithuania",2013,2.18
"2368","Lithuania",2013,1.38
"2369","Luxembourg",2013,21.36
"2370","Luxembourg",2013,17.9
"2371","Luxembourg",2013,15.76
"2372","Luxembourg",2013,11.58
"2373","Luxembourg",2013,9.05
"2374","Luxembourg",2013,5.93
"2375","Luxembourg",2013,5.04
"2376","Luxembourg",2013,4.86
"2377","Luxembourg",2013,0
"2378","Luxembourg",2013,0
"2379","Luxembourg",2013,0
"2380","Luxembourg",2013,0
"2381","Malta",2013,19.4
"2382","Malta",2013,8.51
"2383","Malta",2013,7.91
"2384","Malta",2013,6.98
"2385","Malta",2013,6.24
"2386","Malta",2013,4.81
"2387","Malta",2013,3.37
"2388","Malta",2013,0
"2389","Malta",2013,0
"2390","Malta",2013,0
"2391","Malta",2013,0
"2392","Malta",2013,0
"2393","Mauritius",2013,20.78
"2394","Mauritius",2013,18.52
"2395","Mauritius",2013,17.66
"2396","Mauritius",2013,13.67
"2397","Mauritius",2013,12.54
"2398","Mauritius",2013,8.48
"2399","Mauritius",2013,2.28
"2400","Mauritius",2013,1.7
"2401","Mauritius",2013,1.11
"2402","Mauritius",2013,0.93
"2403","Mauritius",2013,0
"2404","Mauritius",2013,0
"2405","Mexico",2013,12.12
"2406","Mexico",2013,11.51
"2407","Mexico",2013,10.59
"2408","Mexico",2013,10.21
"2409","Mexico",2013,9.42
"2410","Mexico",2013,3.5
"2411","Mexico",2013,2.14
"2412","Mexico",2013,1.73
"2413","Mexico",2013,1.45
"2414","Mexico",2013,0.88
"2415","Mexico",2013,0.86
"2416","Mexico",2013,0.58
"2417","Netherlands",2013,23.02
"2418","Netherlands",2013,22.45
"2419","Netherlands",2013,21.64
"2420","Netherlands",2013,13.38
"2421","Netherlands",2013,9.67
"2422","Netherlands",2013,8.9
"2423","Netherlands",2013,8.73
"2424","Netherlands",2013,7.93
"2425","Netherlands",2013,4.56
"2426","Netherlands",2013,4.54
"2427","Netherlands",2013,0.4
"2428","Netherlands",2013,0.31
"2429","New Zealand",2013,24
"2430","New Zealand",2013,23.49
"2431","New Zealand",2013,22.83
"2432","New Zealand",2013,19.26
"2433","New Zealand",2013,17.43
"2434","New Zealand",2013,12.01
"2435","New Zealand",2013,9.92
"2436","New Zealand",2013,7.4
"2437","New Zealand",2013,4.24
"2438","New Zealand",2013,3.28
"2439","New Zealand",2013,0.69
"2440","New Zealand",2013,0
"2441","Nicaragua",2013,16.1
"2442","Nicaragua",2013,14.38
"2443","Nicaragua",2013,13.82
"2444","Nicaragua",2013,11.92
"2445","Nicaragua",2013,11.55
"2446","Nicaragua",2013,6.45
"2447","Nicaragua",2013,2.3
"2448","Nicaragua",2013,1.89
"2449","Nicaragua",2013,1.68
"2450","Nicaragua",2013,0.72
"2451","Nicaragua",2013,0.16
"2452","Nicaragua",2013,0
"2453","Norway",2013,22.1
"2454","Norway",2013,21.17
"2455","Norway",2013,17.68
"2456","Norway",2013,16.21
"2457","Norway",2013,12.85
"2458","Norway",2013,10.94
"2459","Norway",2013,9.95
"2460","Norway",2013,7.28
"2461","Norway",2013,6.17
"2462","Norway",2013,2.34
"2463","Norway",2013,0.32
"2464","Norway",2013,0
"2465","Panama",2013,10.87
"2466","Panama",2013,9.65
"2467","Panama",2013,8.64
"2468","Panama",2013,7.25
"2469","Panama",2013,6.98
"2470","Panama",2013,1.62
"2471","Panama",2013,1.24
"2472","Panama",2013,1.05
"2473","Panama",2013,0.89
"2474","Panama",2013,0.83
"2475","Panama",2013,0.29
"2476","Panama",2013,0
"2477","Paraguay",2013,17.6
"2478","Paraguay",2013,13.07
"2479","Paraguay",2013,10.9
"2480","Paraguay",2013,10.57
"2481","Paraguay",2013,7.09
"2482","Paraguay",2013,5.24
"2483","Paraguay",2013,2.59
"2484","Paraguay",2013,2.24
"2485","Paraguay",2013,2.14
"2486","Paraguay",2013,1.51
"2487","Paraguay",2013,1.26
"2488","Paraguay",2013,1.18
"2489","Poland",2013,45.38
"2490","Poland",2013,38.95
"2491","Poland",2013,33
"2492","Poland",2013,25.92
"2493","Poland",2013,20.34
"2494","Poland",2013,7.15
"2495","Poland",2013,5.47
"2496","Poland",2013,5.07
"2497","Poland",2013,2.69
"2498","Poland",2013,2.39
"2499","Poland",2013,0.84
"2500","Poland",2013,0.39
"2501","Portugal",2013,53.17
"2502","Portugal",2013,25.09
"2503","Portugal",2013,16.66
"2504","Portugal",2013,9.71
"2505","Portugal",2013,9.32
"2506","Portugal",2013,7.41
"2507","Portugal",2013,3.9
"2508","Portugal",2013,3.53
"2509","Portugal",2013,3.03
"2510","Portugal",2013,0.91
"2511","Portugal",2013,0
"2512","Portugal",2013,0
"2513","Puerto Rico",2013,29.22
"2514","Puerto Rico",2013,20.28
"2515","Puerto Rico",2013,16.37
"2516","Puerto Rico",2013,8.02
"2517","Puerto Rico",2013,6.65
"2518","Puerto Rico",2013,3.51
"2519","Puerto Rico",2013,2.62
"2520","Puerto Rico",2013,2.4
"2521","Puerto Rico",2013,0.72
"2522","Puerto Rico",2013,0.42
"2523","Puerto Rico",2013,0.38
"2524","Puerto Rico",2013,0
"2525","Qatar",2013,2.81
"2526","Qatar",2013,2.58
"2527","Qatar",2013,2.14
"2528","Qatar",2013,0.7
"2529","Qatar",2013,0
"2530","Qatar",2013,0
"2531","Qatar",2013,0
"2532","Qatar",2013,0
"2533","Qatar",2013,0
"2534","Qatar",2013,0
"2535","Qatar",2013,0
"2536","Qatar",2013,0
"2537","Republic of Korea",2013,147.59
"2538","Republic of Korea",2013,68.24
"2539","Republic of Korea",2013,53.3
"2540","Republic of Korea",2013,47.47
"2541","Republic of Korea",2013,30.17
"2542","Republic of Korea",2013,20.2
"2543","Republic of Korea",2013,19.73
"2544","Republic of Korea",2013,18.44
"2545","Republic of Korea",2013,13.18
"2546","Republic of Korea",2013,8.83
"2547","Republic of Korea",2013,0.78
"2548","Republic of Korea",2013,0.64
"2549","Romania",2013,32.94
"2550","Romania",2013,28.6
"2551","Romania",2013,28.13
"2552","Romania",2013,16.48
"2553","Romania",2013,11.18
"2554","Romania",2013,5.56
"2555","Romania",2013,5.46
"2556","Romania",2013,4.23
"2557","Romania",2013,2.14
"2558","Romania",2013,1.96
"2559","Romania",2013,0.73
"2560","Romania",2013,0.58
"2561","Russian Federation",2013,65.93
"2562","Russian Federation",2013,48.31
"2563","Russian Federation",2013,45.24
"2564","Russian Federation",2013,39.33
"2565","Russian Federation",2013,31.09
"2566","Russian Federation",2013,15.73
"2567","Russian Federation",2013,6.8
"2568","Russian Federation",2013,6.7
"2569","Russian Federation",2013,6.59
"2570","Russian Federation",2013,5.97
"2571","Russian Federation",2013,1.51
"2572","Russian Federation",2013,0.77
"2573","Saint Lucia",2013,32.93
"2574","Saint Lucia",2013,22.3
"2575","Saint Lucia",2013,18.04
"2576","Saint Lucia",2013,16.84
"2577","Saint Lucia",2013,12.36
"2578","Saint Lucia",2013,7.62
"2579","Saint Lucia",2013,4.01
"2580","Saint Lucia",2013,0
"2581","Saint Lucia",2013,0
"2582","Saint Lucia",2013,0
"2583","Saint Lucia",2013,0
"2584","Saint Lucia",2013,0
"2585","Saint Vincent and Grenadines",2013,0
"2586","Saint Vincent and Grenadines",2013,0
"2587","Saint Vincent and Grenadines",2013,0
"2588","Saint Vincent and Grenadines",2013,0
"2589","Saint Vincent and Grenadines",2013,0
"2590","Saint Vincent and Grenadines",2013,0
"2591","Saint Vincent and Grenadines",2013,0
"2592","Saint Vincent and Grenadines",2013,0
"2593","Saint Vincent and Grenadines",2013,0
"2594","Saint Vincent and Grenadines",2013,0
"2595","Saint Vincent and Grenadines",2013,0
"2596","Saint Vincent and Grenadines",2013,0
"2597","Serbia",2013,82.96
"2598","Serbia",2013,39.77
"2599","Serbia",2013,28.22
"2600","Serbia",2013,17.97
"2601","Serbia",2013,14.81
"2602","Serbia",2013,12.95
"2603","Serbia",2013,8.3
"2604","Serbia",2013,6.91
"2605","Serbia",2013,5.06
"2606","Serbia",2013,0.5
"2607","Serbia",2013,0.28
"2608","Serbia",2013,0
"2609","Seychelles",2013,68.65
"2610","Seychelles",2013,40.76
"2611","Seychelles",2013,14.7
"2612","Seychelles",2013,7.29
"2613","Seychelles",2013,0
"2614","Seychelles",2013,0
"2615","Seychelles",2013,0
"2616","Seychelles",2013,0
"2617","Seychelles",2013,0
"2618","Seychelles",2013,0
"2619","Seychelles",2013,0
"2620","Seychelles",2013,0
"2621","Singapore",2013,40.55
"2622","Singapore",2013,22.69
"2623","Singapore",2013,15.35
"2624","Singapore",2013,12.5
"2625","Singapore",2013,11.36
"2626","Singapore",2013,10.93
"2627","Singapore",2013,7.8
"2628","Singapore",2013,6.34
"2629","Singapore",2013,5.82
"2630","Singapore",2013,4.53
"2631","Singapore",2013,0
"2632","Singapore",2013,0
"2633","Slovakia",2013,39.98
"2634","Slovakia",2013,32.55
"2635","Slovakia",2013,26.08
"2636","Slovakia",2013,17.45
"2637","Slovakia",2013,10.99
"2638","Slovakia",2013,4.28
"2639","Slovakia",2013,4.13
"2640","Slovakia",2013,3.5
"2641","Slovakia",2013,2.95
"2642","Slovakia",2013,1.64
"2643","Slovakia",2013,0.36
"2644","Slovakia",2013,0
"2645","Slovenia",2013,98.96
"2646","Slovenia",2013,52.19
"2647","Slovenia",2013,38.84
"2648","Slovenia",2013,23.5
"2649","Slovenia",2013,21.11
"2650","Slovenia",2013,18.17
"2651","Slovenia",2013,15.46
"2652","Slovenia",2013,6.08
"2653","Slovenia",2013,5.73
"2654","Slovenia",2013,1.95
"2655","Slovenia",2013,1.03
"2656","Slovenia",2013,0
"2657","South Africa",2013,3.38
"2658","South Africa",2013,2.3
"2659","South Africa",2013,2.22
"2660","South Africa",2013,1.94
"2661","South Africa",2013,1.79
"2662","South Africa",2013,0.69
"2663","South Africa",2013,0.69
"2664","South Africa",2013,0.63
"2665","South Africa",2013,0.51
"2666","South Africa",2013,0.47
"2667","South Africa",2013,0.15
"2668","South Africa",2013,0.13
"2669","Spain",2013,31.61
"2670","Spain",2013,17.99
"2671","Spain",2013,15.55
"2672","Spain",2013,8.07
"2673","Spain",2013,6.63
"2674","Spain",2013,5.88
"2675","Spain",2013,5.62
"2676","Spain",2013,5.08
"2677","Spain",2013,2.49
"2678","Spain",2013,2.02
"2679","Spain",2013,0.25
"2680","Spain",2013,0.13
"2681","Suriname",2013,65.61
"2682","Suriname",2013,54.94
"2683","Suriname",2013,36.38
"2684","Suriname",2013,32.15
"2685","Suriname",2013,25.48
"2686","Suriname",2013,22.31
"2687","Suriname",2013,18.28
"2688","Suriname",2013,12.35
"2689","Suriname",2013,11.4
"2690","Suriname",2013,5.82
"2691","Suriname",2013,2.08
"2692","Suriname",2013,0
"2693","Sweden",2013,33.03
"2694","Sweden",2013,25.12
"2695","Sweden",2013,20.73
"2696","Sweden",2013,17.85
"2697","Sweden",2013,15.75
"2698","Sweden",2013,9.96
"2699","Sweden",2013,9.8
"2700","Sweden",2013,9.4
"2701","Sweden",2013,8.07
"2702","Sweden",2013,7.74
"2703","Sweden",2013,0.55
"2704","Sweden",2013,0.2
"2705","Switzerland",2013,56.88
"2706","Switzerland",2013,29.81
"2707","Switzerland",2013,20.68
"2708","Switzerland",2013,14.01
"2709","Switzerland",2013,12.29
"2710","Switzerland",2013,10.83
"2711","Switzerland",2013,9.22
"2712","Switzerland",2013,8.25
"2713","Switzerland",2013,3.85
"2714","Switzerland",2013,3.69
"2715","Switzerland",2013,0.49
"2716","Switzerland",2013,0.26
"2717","Thailand",2013,16.21
"2718","Thailand",2013,14.01
"2719","Thailand",2013,13.09
"2720","Thailand",2013,12.75
"2721","Thailand",2013,6.68
"2722","Thailand",2013,4.7
"2723","Thailand",2013,3.61
"2724","Thailand",2013,3.56
"2725","Thailand",2013,2.54
"2726","Thailand",2013,1.86
"2727","Thailand",2013,0.4
"2728","Thailand",2013,0.15
"2729","Turkey",2013,8.3
"2730","Turkey",2013,5.12
"2731","Turkey",2013,4.78
"2732","Turkey",2013,4.39
"2733","Turkey",2013,3.92
"2734","Turkey",2013,2.15
"2735","Turkey",2013,2.11
"2736","Turkey",2013,1.44
"2737","Turkey",2013,1.38
"2738","Turkey",2013,1.2
"2739","Turkey",2013,0.37
"2740","Turkey",2013,0.26
"2741","Turkmenistan",2013,4.7
"2742","Turkmenistan",2013,4.59
"2743","Turkmenistan",2013,3.54
"2744","Turkmenistan",2013,3.03
"2745","Turkmenistan",2013,2.87
"2746","Turkmenistan",2013,1.96
"2747","Turkmenistan",2013,1.73
"2748","Turkmenistan",2013,0.47
"2749","Turkmenistan",2013,0.4
"2750","Turkmenistan",2013,0
"2751","Turkmenistan",2013,0
"2752","Turkmenistan",2013,0
"2753","United Kingdom",2013,20.13
"2754","United Kingdom",2013,13.99
"2755","United Kingdom",2013,13.56
"2756","United Kingdom",2013,12.31
"2757","United Kingdom",2013,7.92
"2758","United Kingdom",2013,5.08
"2759","United Kingdom",2013,3.43
"2760","United Kingdom",2013,3.39
"2761","United Kingdom",2013,2.85
"2762","United Kingdom",2013,2.02
"2763","United Kingdom",2013,0.13
"2764","United Kingdom",2013,0.11
"2765","United States",2013,38.25
"2766","United States",2013,27.77
"2767","United States",2013,27.08
"2768","United States",2013,23.67
"2769","United States",2013,17.17
"2770","United States",2013,8.99
"2771","United States",2013,7.48
"2772","United States",2013,6.13
"2773","United States",2013,4.49
"2774","United States",2013,3.75
"2775","United States",2013,1.19
"2776","United States",2013,0.7
"2777","Uruguay",2013,79.65
"2778","Uruguay",2013,33.22
"2779","Uruguay",2013,32.85
"2780","Uruguay",2013,28.24
"2781","Uruguay",2013,27.54
"2782","Uruguay",2013,14.63
"2783","Uruguay",2013,8.7
"2784","Uruguay",2013,7.86
"2785","Uruguay",2013,7.33
"2786","Uruguay",2013,5.86
"2787","Uruguay",2013,2.04
"2788","Uruguay",2013,1.17
"2789","Uzbekistan",2013,14.37
"2790","Uzbekistan",2013,12.4
"2791","Uzbekistan",2013,10.63
"2792","Uzbekistan",2013,10.09
"2793","Uzbekistan",2013,9.89
"2794","Uzbekistan",2013,5.88
"2795","Uzbekistan",2013,5.51
"2796","Uzbekistan",2013,2.79
"2797","Uzbekistan",2013,2.32
"2798","Uzbekistan",2013,2.24
"2799","Uzbekistan",2013,1.55
"2800","Uzbekistan",2013,1.19
"2801","Antigua and Barbuda",2012,0
"2802","Antigua and Barbuda",2012,0
"2803","Antigua and Barbuda",2012,0
"2804","Antigua and Barbuda",2012,0
"2805","Antigua and Barbuda",2012,0
"2806","Antigua and Barbuda",2012,0
"2807","Antigua and Barbuda",2012,0
"2808","Antigua and Barbuda",2012,0
"2809","Antigua and Barbuda",2012,0
"2810","Antigua and Barbuda",2012,0
"2811","Antigua and Barbuda",2012,0
"2812","Antigua and Barbuda",2012,0
"2813","Argentina",2012,32.68
"2814","Argentina",2012,21.4
"2815","Argentina",2012,18.85
"2816","Argentina",2012,15.88
"2817","Argentina",2012,11.44
"2818","Argentina",2012,6.03
"2819","Argentina",2012,3.28
"2820","Argentina",2012,3.24
"2821","Argentina",2012,3.16
"2822","Argentina",2012,2.57
"2823","Argentina",2012,0.8
"2824","Argentina",2012,0.49
"2825","Armenia",2012,8.83
"2826","Armenia",2012,6.9
"2827","Armenia",2012,5.18
"2828","Armenia",2012,4.48
"2829","Armenia",2012,3.29
"2830","Armenia",2012,1.96
"2831","Armenia",2012,1.63
"2832","Armenia",2012,1.54
"2833","Armenia",2012,1.46
"2834","Armenia",2012,0.78
"2835","Armenia",2012,0.52
"2836","Armenia",2012,0
"2837","Australia",2012,26.04
"2838","Australia",2012,25.88
"2839","Australia",2012,21.17
"2840","Australia",2012,18.31
"2841","Australia",2012,13.74
"2842","Australia",2012,8.19
"2843","Australia",2012,7.25
"2844","Australia",2012,6.25
"2845","Australia",2012,6.01
"2846","Australia",2012,5.58
"2847","Australia",2012,0.73
"2848","Australia",2012,0.42
"2849","Austria",2012,75.59
"2850","Austria",2012,34.08
"2851","Austria",2012,25.81
"2852","Austria",2012,17.9
"2853","Austria",2012,17.66
"2854","Austria",2012,12.7
"2855","Austria",2012,10.29
"2856","Austria",2012,6.78
"2857","Austria",2012,3.65
"2858","Austria",2012,1.21
"2859","Austria",2012,0.71
"2860","Austria",2012,0.25
"2861","Bahamas",2012,6.11
"2862","Bahamas",2012,3.89
"2863","Bahamas",2012,1.84
"2864","Bahamas",2012,0
"2865","Bahamas",2012,0
"2866","Bahamas",2012,0
"2867","Bahamas",2012,0
"2868","Bahamas",2012,0
